timestamp,TimeUS,Ground_Truth
152.94565600,152945656,0
152.94618200,152946182,0
152.94670700,152946707,0
152.94723400,152947234,0
152.94788600,152947886,0
152.94843600,152948436,0
152.94895800,152948958,0
152.94948300,152949483,0
152.95001300,152950013,0
152.95056700,152950567,0
152.95109500,152951095,0
152.95162500,152951625,0
152.95214900,152952149,0
152.95267900,152952679,0
152.95320800,152953208,0
152.95373300,152953733,0
152.95441000,152954410,0
152.95493900,152954939,0
152.95546700,152955467,0
152.95599700,152955997,0
152.95652200,152956522,0
152.95704600,152957046,0
152.95757300,152957573,0
152.95810200,152958102,0
152.95862900,152958629,0
152.95915500,152959155,0
152.95968500,152959685,0
152.96020900,152960209,0
152.96074000,152960740,0
152.96141200,152961412,0
152.96193600,152961936,0
152.96246200,152962462,0
152.96299000,152962990,0
152.96351500,152963515,0
152.96403900,152964039,0
152.96456300,152964563,0
152.96508800,152965088,0
152.96561700,152965617,0
152.96614200,152966142,0
152.96666600,152966666,0
152.96719000,152967190,0
152.96771700,152967717,0
152.96824700,152968247,0
152.96891000,152968910,0
152.96943600,152969436,0
152.96996200,152969962,0
152.97049000,152970490,0
152.97101500,152971015,0
152.97153900,152971539,0
152.97206300,152972063,0
152.97258900,152972589,0
152.97311800,152973118,0
152.97364400,152973644,0
152.97417000,152974170,0
152.97469400,152974694,0
152.97521900,152975219,0
152.97574600,152975746,0
152.97640800,152976408,0
152.97693800,152976938,0
152.97746500,152977465,0
152.97799300,152977993,0
152.97851800,152978518,0
152.97904300,152979043,0
152.97956700,152979567,0
152.98009300,152980093,0
152.98062200,152980622,0
152.98115100,152981151,0
152.98167700,152981677,0
152.98220000,152982200,0
152.98272800,152982728,0
152.98341400,152983414,0
152.98395000,152983950,0
152.98447800,152984478,0
152.98500400,152985004,0
152.98553200,152985532,0
152.98605700,152986057,0
152.98658000,152986580,0
152.98710400,152987104,0
152.98762800,152987628,0
152.98816900,152988169,0
152.98869600,152988696,0
152.98922000,152989220,0
152.98974500,152989745,0
152.99044300,152990443,0
152.99097300,152990973,0
152.99150400,152991504,0
152.99203200,152992032,0
152.99256400,152992564,0
152.99309400,152993094,0
152.99362200,152993622,0
152.99415300,152994153,0
152.99467800,152994678,0
152.99520500,152995205,0
152.99573400,152995734,0
152.99640500,152996405,0
152.99693800,152996938,0
152.99746300,152997463,0
152.99799100,152997991,0
152.99851600,152998516,0
152.99904800,152999048,0
152.99957800,152999578,0
153.00010200,153000102,0
153.00063000,153000630,0
153.00115500,153001155,0
153.00167900,153001679,0
153.00220400,153002204,0
153.00272900,153002729,0
153.00343900,153003439,0
153.00396200,153003962,0
153.00448500,153004485,0
153.00501400,153005014,0
153.00554500,153005545,0
153.00607300,153006073,0
153.00659800,153006598,0
153.00712300,153007123,0
153.00764700,153007647,0
153.00818100,153008181,0
153.00870700,153008707,0
153.00924100,153009241,0
153.00993600,153009936,0
153.01046300,153010463,0
153.01098900,153010989,0
153.01151900,153011519,0
153.01204300,153012043,0
153.01257200,153012572,0
153.01310300,153013103,0
153.01363000,153013630,0
153.01415500,153014155,0
153.01468000,153014680,0
153.01520600,153015206,0
153.01573200,153015732,0
153.01640500,153016405,0
153.01695200,153016952,0
153.01747800,153017478,0
153.01800800,153018008,0
153.01853600,153018536,0
153.01906100,153019061,0
153.01958500,153019585,0
153.02011100,153020111,0
153.02064100,153020641,0
153.02116500,153021165,0
153.02168800,153021688,0
153.02221500,153022215,0
153.02273900,153022739,0
153.02344100,153023441,0
153.02396500,153023965,0
153.02448800,153024488,0
153.02501400,153025014,0
153.02554100,153025541,0
153.02606700,153026067,0
153.02659400,153026594,0
153.02712000,153027120,0
153.02764500,153027645,0
153.02818600,153028186,0
153.02871300,153028713,0
153.02923700,153029237,0
153.02993100,153029931,0
153.03045700,153030457,0
153.03098600,153030986,0
153.03151100,153031511,0
153.03203600,153032036,0
153.03256400,153032564,0
153.03309200,153033092,0
153.03361700,153033617,0
153.03414100,153034141,0
153.03466600,153034666,0
153.03519300,153035193,0
153.03572300,153035723,0
153.03632800,153036328,0
153.03693400,153036934,0
153.03746100,153037461,0
153.03799700,153037997,0
153.03852300,153038523,0
153.03904600,153039046,0
153.03957000,153039570,0
153.04042800,153040428,100
153.04098400,153040984,100
153.04145400,153041454,100
153.04195400,153041954,100
153.04245500,153042455,100
153.04295600,153042956,100
153.04345500,153043455,100
153.04395400,153043954,100
153.04445400,153044454,100
153.04495300,153044953,100
153.04545400,153045454,100
153.04595500,153045955,100
153.04645500,153046455,100
153.04695400,153046954,100
153.04746100,153047461,100
153.04795500,153047955,100
153.04845300,153048453,100
153.04895500,153048955,100
153.04945300,153049453,100
153.04995800,153049958,100
153.05045500,153050455,100
153.05095300,153050953,100
153.05146000,153051460,100
153.05195300,153051953,100
153.05246400,153052464,100
153.05295500,153052955,100
153.05345400,153053454,100
153.05395900,153053959,100
153.05445400,153054454,100
153.05496300,153054963,100
153.05545600,153055456,100
153.05595500,153055955,100
153.05645400,153056454,100
153.05695500,153056955,100
153.05745600,153057456,100
153.05795400,153057954,100
153.05845400,153058454,100
153.05895400,153058954,100
153.05945400,153059454,100
153.05995900,153059959,100
153.06045500,153060455,100
153.06095400,153060954,100
153.06145900,153061459,100
153.06195400,153061954,100
153.06245700,153062457,100
153.06295500,153062955,100
153.06345300,153063453,100
153.06396400,153063964,100
153.06445400,153064454,100
153.06496000,153064960,100
153.06545600,153065456,100
153.06595400,153065954,100
153.06646300,153066463,100
153.06695400,153066954,100
153.06746000,153067460,100
153.06796000,153067960,100
153.06845900,153068459,100
153.06895300,153068953,100
153.06945400,153069454,100
153.06995900,153069959,100
153.07045500,153070455,100
153.07095500,153070955,100
153.07145700,153071457,100
153.07195400,153071954,100
153.07246100,153072461,100
153.07295500,153072955,100
153.07345500,153073455,100
153.07395800,153073958,100
153.07445300,153074453,100
153.07496400,153074964,100
153.07545500,153075455,100
153.07595300,153075953,100
153.07645300,153076453,100
153.07695400,153076954,100
153.07746000,153077460,100
153.07795400,153077954,100
153.07845400,153078454,100
153.07896100,153078961,100
153.07945300,153079453,100
153.07995600,153079956,100
153.08045400,153080454,100
153.08095500,153080955,100
153.08145600,153081456,100
153.08195400,153081954,100
153.08245600,153082456,100
153.08295400,153082954,100
153.08345400,153083454,100
153.08395700,153083957,100
153.08445300,153084453,100
153.08496200,153084962,100
153.08545600,153085456,100
153.08595400,153085954,100
153.08645700,153086457,100
153.08695300,153086953,100
153.08746300,153087463,100
153.08795500,153087955,100
153.08845400,153088454,100
153.08895300,153088953,100
153.08945400,153089454,100
153.08996200,153089962,100
153.09045400,153090454,100
153.09095300,153090953,100
153.09145600,153091456,100
153.09195400,153091954,100
153.09246300,153092463,100
153.09295400,153092954,100
153.09345400,153093454,100
153.09395300,153093953,100
153.09445400,153094454,100
153.09495600,153094956,100
153.09545400,153095454,100
153.09595400,153095954,100
153.09645400,153096454,100
153.09695400,153096954,100
153.09745400,153097454,100
153.09796500,153097965,100
153.09845400,153098454,100
153.09895800,153098958,100
153.09945400,153099454,100
153.09996300,153099963,100
153.10045900,153100459,100
153.10095300,153100953,100
153.10145600,153101456,100
153.10195400,153101954,100
153.10246200,153102462,100
153.10295400,153102954,100
153.10345400,153103454,100
153.10395700,153103957,100
153.10445400,153104454,100
153.10496200,153104962,100
153.10545600,153105456,100
153.10595500,153105955,100
153.10645300,153106453,100
153.10695500,153106955,100
153.10745500,153107455,100
153.10795500,153107955,100
153.10845500,153108455,100
153.10896200,153108962,100
153.10945400,153109454,100
153.10995500,153109955,100
153.11045400,153110454,100
153.11095900,153110959,100
153.11145300,153111453,100
153.11195300,153111953,100
153.11246200,153112462,100
153.11295500,153112955,100
153.11345400,153113454,100
153.11396100,153113961,100
153.11445300,153114453,100
153.11497500,153114975,100
153.11545500,153115455,100
153.11595300,153115953,100
153.11646000,153116460,100
153.11695400,153116954,100
153.11746300,153117463,100
153.11795500,153117955,100
153.11845500,153118455,100
153.11895400,153118954,100
153.11945400,153119454,100
153.11995700,153119957,100
153.12045400,153120454,100
153.12095400,153120954,100
153.12146200,153121462,100
153.12195400,153121954,100
153.12245900,153122459,100
153.12295500,153122955,100
153.12345500,153123455,100
153.12396200,153123962,100
153.12445400,153124454,100
153.12495800,153124958,100
153.12545500,153125455,100
153.12595300,153125953,100
153.12645300,153126453,100
153.12695400,153126954,100
153.12746200,153127462,100
153.12795400,153127954,100
153.12845400,153128454,100
153.12895700,153128957,100
153.12945300,153129453,100
153.12996100,153129961,100
153.13046100,153130461,100
153.13095500,153130955,100
153.13145400,153131454,100
153.13195500,153131955,100
153.13245500,153132455,100
153.13295800,153132958,100
153.13345400,153133454,100
153.13395400,153133954,100
153.13445300,153134453,100
153.13495500,153134955,100
153.13545500,153135455,100
153.13595400,153135954,100
153.13646000,153136460,100
153.13695300,153136953,100
153.13745600,153137456,100
153.13795500,153137955,100
153.13845500,153138455,100
153.13895700,153138957,100
153.13945400,153139454,100
153.13996100,153139961,100
153.14045400,153140454,100
153.14095400,153140954,100
153.14145500,153141455,100
153.14195400,153141954,100
153.14246200,153142462,100
153.14295600,153142956,100
153.14345500,153143455,100
153.14395400,153143954,100
153.14445500,153144455,100
153.14495600,153144956,100
153.14545500,153145455,100
153.14595500,153145955,100
153.14645600,153146456,100
153.14695400,153146954,100
153.14746100,153147461,100
153.14795400,153147954,100
153.14845400,153148454,100
